x,y,split
버논이 생일 기념 대박 짱 귀여운 투명 프레임 포카를 나눔합니다,😍,-0.8561846338641246
리트윗 추첨 다섯분께 보내드려요,🥺,-0.22763845405412753
두발벌려 환영합니다요,😍,-0.7370401801402835
제주도에 있는 나의 엉냐들 제가 또 날아가께여,💜,0.7433617765546499
이 지헌 오늘 재밌었어요 다음에 또 보자,😊,1.1257794899513698
한뮤직 링어벨 기념 알티 이벤트,💚,0.34381858151592853
성 미도리 링어벨 이벤트가 한뮤직에서 시작되었습니다,💚,-0.05625496655749262
당첨자 발표는 월 일이벤트 종료 후입니다,😊,0.2550047045280841
특전은 나눔존에 두었으니 편하게 챙겨가세요,😊,0.32822227167421847
지민시히히 다음에 또 만나여,😊,0.7394020292704608
토롯코 보라머리진 방탄소년단 진 석진 직캠 영상을 업로드했습니다,😊,0.33922368747202974
사람 한 명 살려주세요,🙏,-0.6972060934758847
개 멜론 주간 인기상 완료,🙏,0.9955423650494221
중독온신돌온 오 부스 인포문의사항은 페잉으로 부탁드립니다,🙏,0.06538220368759742
언제 할까 소리는 못 지르더라도 규봉이라도 흔들게 올해는 제발 꼭 좀 해줘라,🙏,0.9355877615539043
제발   팔로우 이벤트,👉,1.7054993036875825
아르카나 카드 한박스 입니다,👉,0.6826834241617465
수고했다 울 달디,💚,-0.28082731814831885
모두모두 고맙습니다,💚,1.962545778059257
희희 감사합미당,💕,0.8714923433593645
제발 다들 탈앙 탈트 하지 말아주세요,😭,-0.004296157626905874
저랑 평생 놀아주세요,💕,-0.14784012951960732
이벤트예 앨범이 또 생겼습니다집이 터질 것 같습니다거지꼴이에요 집이,😭,-1.0572110272606572
앨범 이것저것 뭐 앨범 구성품 이것저것포카도 넣고 이케이케 해서 드릴 건데택배비 원만 부담해 주쇼 전혀 업데이트를 못하고 있지만나름 완성했던 한복들,😭,0.6397785181253001
사랑스러와  샘 여기서두 갭차이 가끔씩 보여주세요,😘,0.09999120562765361
헐 너무 귀여워요ㅠㅠㅜㅠ감사합니당,😘,-0.9191053597733686
한복 물망초 조합해버리기,😘,0.8380470623519937
반박할수없다  나두 사랑해,❤,-0.8912639381578045
전정구기 증말 귀여워 미친다,🤭,0.10606154358387437
알아 알아 니 맘 알아,🥰,-2.021574126219989
아미들이 장난 친거야 꾹아,🤭,-0.4526696868489053
군 마음 풀어사랑하고 사랑해,😘,0.24960189618135015
울 태형이 진짜였네요,👍,1.095072134728782
그냥 편하게 말하세요,👍,-1.2336392123960271
나의 최애곡 이기도 해서 감동이 두 배 였어요,👍,-0.14459239465680013
하ㅠㅠ 역시 다정하네요,💙,-0.13231758275333308
혹 있으시다면 맘글 찍어주세요,❤,-0.827590972814466
임영웅 가온차트뮤직어워즈,💙,-0.811354341836053
영훈 돌아왔다,😁,-0.9944976970717647
어느 쪽이든 너무 깊게 생각 하는듯,😁,0.09023198479510196
겨울에도 안켜시던 돌침대의 용도,😁,-0.39273232393176394
저 잇자나요,🔥,-1.042490010951251
요시   쌈싸라즈 ㅠㅠ 너무 이뻐 흑흑,❤,-1.6751997411400192
렌탄    월요병주치의 돌아왔슴다,😎,0.15310863149781154
지성이의 생일을 맞아 멘션 추첨 통해 원하시는 포카 선물해드려요,🥰,0.9474928772702323
국내주소 한정입니다,❤,0.3656160675701123
준등기비만 부담해주시 월요병주치의 돌아왔슴다,😎,0.6453646108188117
이리봐도 쟈니 저리봐도 쟈니쟈니에 둘러쌓이니 이리도 행복할수가,💖,-1.2327407241339046
우주소녀 쪼꼬미,💖,-0.6258080970266489
지누 아프지말구 늘 행복하길,💖,0.11162719992937681
유겸 갓세븐  다가오는 재현이의 살 생일,💖,-0.8974785851143326
을 기념하여 알티를 해주시는분들 한 분을 뽑아 샤넬 헤어 미스트를 드립니다재현이를 사랑하는 모든분들 참여가능,🥰,-1.0662350885109655
많이 아끼고 사랑해,💚,2.4475496422729144
많은 관심과 참여 부탁드립니다 영훈이 격리해제 기념,❤,-0.5626458033482522
트위터 인장에 사용할 수 있게 포즈 취해달라고 해서 받았던 영훈 프로필 사진 컷 공유합니다,😆,0.7591789033306799
비투비 공동 구매를 시작합니다,💙,-0.9160558870744924
단 돈  원에 받아보실 수 있습니다,😆,1.283200182791355
상콤 발랄 귤 이름처럼 상큼함이 느껴졌어요,😆,0.02689002110532327
와 함께해염풍성한 설날 되시라고 설 축복과 함께 깜짝 이벤트도 준비했어요,😘,-0.8355710615854116
문스타 무대 기다리느라 하루에도 번 오르내림,😎,-1.2907256248378256
다음 주부터는 수요일 시에 나우에서 만나요,💜,0.3658320758697303
해서 폭풍 칭찬해주고 옴,👍,-0.02579652756040354
인원 대 모집 중여성우대중,❤,-0.09739869738312486
월요병주치의 돌아왔슴다,😎,0.6511266995956831
우리 곧 만날 거 생각하면서 내일부터 트레저도 트메도 모두 쌤도 아티움에서 만나서 같이 장승하시겠어요,😎,-0.7763524323178687
트친한정 장르한정배송비 부담 가능하신 분만,🥺,1.4961349697186528
냅다 올리는 트친소 지뢰는 알아서 걸러감,💕,1.3491327135974835
멜론 엔하이픈 폴라로이드러브 위,😍,-2.861656672975827
러뷰어가 많이 축하한다,😭,-0.3010640140628549
테스타의 맏형 배세진,🐹,-1.4378823808218828
평생 행복해야해알티 추첨 한분께 아래 기프티콘 드려요,🥰,-2.2245658786292157
헛ㅠㅠ 감사합니다 혼자님ㅠㅜ 아무도 안해주실줄 알았는데,🥺,-0.8594939224008215
많이 좋아하고 사랑해 울 오빠,❤,-2.0700040239747124
오늘 내 꿈에서 놀러와주어,❤,-0.14988320481282857
세진이문대김우석 도윤 우석모두 성장하는 모습을 보여준 작품이 아니었나 생각함,✌,-1.732473995655467
첫방 본 게 엊그제 같은데 벌써마지막이라니 섭섭하지만과거의 아찬이와 우리 도윤이 모두 행복하길 바라며,🥺,-0.10800665188016396
샘  ㅠㅠㅠㅠ교류도 없어서 맘찍해두고 눈치 많이 봤는데ㅠㅠㅠ정말 감사합니다,🤭,1.3519280659379753
두고두고 찾아보겠습니다,✌,-0.29776919629224247
멘션은 내일 마저 달게요오다들 좋은꿈 꾸시기를,✌,-0.3462716459890125
추첨 주접티커 보내드려요,🐹,0.0006259451837946756
손 잡아 주신 울님들 모두 감사합니다,💜,0.3764777427188267
오늘 같은 날씨는,✨,-0.1265315938251716
우리 명엘의 완벽한 옆선,🥺,-0.3831022266464178
년전오늘의김명 팬미팅 오랜만에봐서더옥소중한것같아,✨,-1.473074272313334
가장 빛나는 지금 이 순간우리가 함께한,✨,0.48634393005512155
뒤에가 미친듯이 재밌어요,😭,1.0034319622251846
불가살 첨부터 끝까지 본방사수 했었는데 늘 다치고 상처 많아 속상도 했네 앞으로 더 성장하고 기대되는 우석이의 앞날을 응원할게,❣,0.038841196164374786
우석이 고생 많았어,❣,1.5632426388700078
서현진님 뮤지컬 공연 보러간 성훈이화질 좀 더 나은거 한장 더있었네,💙,2.018583665342863
완벽한 블로킹과 세ㄴ터적 모먼트,😎,-0.9018917984467442
완벽 그 자체 그리고 빼놓을 수 없는 세ㄴ터 수지킴,👍,0.5768222467019029
토스할 때 너무 좋아,😭,-1.6634534266571068
안구정화 심신안정을 찾아줄 빛나는 미모의 찐,😍,0.5263760901968827
차금  이하로 구하고 싶어요,💕,0.2672540993560249
여러분 메리크리스마스,💚,0.9159372809878755
퀴즈 너무 재밌게 풀었어요,💕,0.08414225010124983
양천미시양천출장마사ㅈㅣ,💯,0.28424443621191353
출장콜걸포항콜걸춘천출장안ㅁㅏ 후불제 출장샵,💯,0.9433412440026779
하디만 아직 안풀렸음 전정국에서 전정구기 됐어,🤭,0.6924337673466442
쿨거 서비스 많이줄게여,❤,0.13923620131850004
ㅓ걱 진짜였어 왤케 잘해졌지 천잰가바여,🤭,-0.0840639244419734
메뉴가 다 내가 좋아하는 거다,🤭,0.7026917207870998
짱이야  제이콥,🤭,-1.733850796755096
꽃꽂이 대신 생선꽂이하고 당당한 카나타,🤭,0.11614250468630684
그리고 푸카하러 가버림,🤭,-0.33439603907790993
해시태그 한개가 막혔을 때의 대체문구해피 우리 토미도 간바리마쇼,❣,-0.6121496014309202
비둘기는 모르고 통일호는 아라여,❣,-0.3045857458282156
주찬이 엔딩멘트,🥺,-0.7481331176990764
ㅌㅇㅌㅇㅈ 박일동안 겁나 즐거워따아,❣,-1.5165560010144785
모나 운전 해주느라 고생도 많이했움,💕,-0.927061090544702
제일 중요한 라면 앤나 김치는 예절샷 못 찍음ㅠ 다음에 또 놀러오렴,❤,0.5591572430738403
나두 알러뷰 언니도 쫀밤되길,💕,0.03206443626639877
오늘 블록이 햇살님이랑 티풀님 만나따,❣,-0.7312966768120245
쌤들 담에 웅 때 만나면 저 후다닥 달려가서 인사 할 거니까 저 품어주새오,🔥,0.4664285811720518
무섭지 않아요 아픈 사람 낫게 해주는 곳인데 모가 무서워요,💚,-1.0497344518805636
구하다 지쳐서 열어요,😭,0.10853588257167983
같이 시끄럽게 데식 얘기할 분들 모셔요,🥰,2.5479280547612664
셀카 달라고 했더니 비하인드라고 그래서 고맙다고,😆,-0.47097925105554767
태형이 아기였을때 왜 난 아미가 아니었을까,😭,-0.4938307386367129
준슥아 니 말이 맞대이레벨 리슨 구독 해지,😑,-0.18440682180958842
지들이 하면 정의로운 신혼여행비 모금이죠,😑,0.9163910914421117
고래연갈색바지연보라,😑,0.20196716856664834
남우현 우현 인피니트  죄송해요,😭,-1.6186026799172466
매끈매끈 반들반들한 피부,✨,-0.15688722243886244
시끌벅적 인더 숲,🥰,0.3988378685979317
일정 슬롯이 찰 때마다 해주신 분들 중 한 분을 뽑아 그려드려요,❣,-0.49317010412462753
오늘은 에디첼라 꿈 꾸려구요,🤤,-0.8253253719450272
컴백 서둘러  살이살살녹네,🤤,-0.48441823748368523
드릴께요  우주소녀 쪼꼬미,💖,1.4041424997231948
생일 축하해지금 바로 공식 홈페이지에서 지성 이의 감사 메시지를 확인 해 보세요,👉,0.14316210163535792
요럴때 보면 또 너무 사람재질 난 태형이가 신이 환생한거 아닐까 싶었거든,👉,-0.4555114196942086
넘 갓벽해서   팔로우 이벤트,👉,-0.5076606788883259
아이폰 갤  팔로우 이벤트,👉,0.32666174940407844
웅 무궁화 죵죵이는 슬퍼ㅜㅜ 후엥엥,❤,1.5570314722920606
귀여워 ㅠ   네네 친해져요,🥰,-0.8556674853481581
친해지면 선물도 퍼줍니다,😊,-2.3000538275115914
방탄소년단  투댕댕즈야,❤,-0.7269974960757839
우빈아안뇽 안뇽귀여워너무 예뻐잘생겼다헤헤,😍,0.6887016954821144
영상 진짜 잘 나왔어너무 예뻐진심이야,👍,-0.41179156871639333
사진 고마워 귀여운 종업이,😆,-1.37558568146913
당욘한 졸림지금이 어엄청 행복해졌어,💕,1.057035084620873
메세지 하나하나가 넘 행복해 보여,😍,0.7459810572259181
성인을 위한 학습만화 꾹나잇요,💜,0.7503864112369317
팔로우 이벤트,👉,0.7366790769161928
팔로우 이벤트  본 글을 후 계정을 팔로우하시면 추첨을 통해 한분께 앙스타 아르카나 카드 컬렉션 박스 를 드립니다,💕,1.1107148018144801
인생에 모자라는 걸 안써본 사람이라서,😂,1.174108700554129
모두 우리 행복이 생일 축하해주세요,🐹,1.8117432452597928
원필이의 솔로 데뷔 많은 축하 해주세용원,💚,0.8597364692052378
추첨 한 분께 보내드려요,🐹,0.5204610833867566
추첨 한 분께 보내드려요,🐹,-0.44077535759476677
구미출장샵 추첨 한 분께 보내드려요,🐹,0.5444674300789032
추첨 한 분께 보내드려요,🐹,0.8918553062062748
사랑해요 유니버스 빈이 폴라 하나만 부탁드려요ㅠㅠㅠㅜ제발요,🥺,0.8208245399842481
오늘의 유진한유진 아이돌 왜 안하냐 이렇게 찰떡인데,😭,-0.28773119172420686
신고해도 별 소용도 없나봐신발은 다들 어케 보관 하시지,🤤,2.544148036419102
수요가 많다면 고려는 해보겠지만 그 정도로 수요가 나올 것 같지는 않네요,😭,-0.5514637791738977
헤이세이점프 덕후 밋치의 첫콘 간 이야기,💗,0.555498951205119
유겸 갓세븐   팔로우 이벤트,👉,-0.6418692750186783
유겸 갓세븐  추첨 한 분께 한 세트 드립니당,💖,0.6533471015425855
기다리겟읍니다,💗,0.4100757055674354
석양이 지는 후원에 이런 구도면 브리아나의 얼굴이 잘 보이지 않아서 로저가 오해하기에도 딱 좋겠다요,🤤,1.0973415444588321
생방송으로 진행 마이,💖,-2.149840320133858
이 트윗을 해주신 한 분에게 공룡 텀블러를 보내드려요,💚,0.13139572169570513
캐럿 한정  디노날 디노시 당발디 하루티켓 라흐마니노프김경수 티켓꽂이 도안나눔,😍,1.9229693132257881
모 아니면  도 너 아니면,👍,0.7812565238654712
배세진생일가뵤자고세진아,🐹,-1.5771281953065164
배세진생일가뵤자고세진아,🐹,-0.39313187504529273
배세진생일가뵤자고세진아,🐹,0.38284692055199687
너무 멋져요 최고입니다,👍,-0.12688419881863477
와 혜주 모야이렇게 애교쟁이 사랑둥이라니,🥰,1.3913883064379566
남은 인생을 걸고 말할게 두번은 없어 넌 나의 마지마악,🥰,1.6046173502804624
출장유부녀고창유부녀,❤,0.46431649775504624
출장콜걸하동콜걸 년 첫 꽃,💜,0.8495937656402915
올해도 잘 지내보자아 이삐야,❤,0.8613190029699106
그게 나야  마음이 너무 충만해요,💖,-0.6155515696397652
이 에피소드에서 내가 가장 좋아하는 노래 중 하나입니다  염소를 데리고 처음으로 몸치장을 했어요,😂,-0.16938273311279498
군대 누가 리트윗하는지 따라와요,🔥,-2.610046084664393
리한나는 짙은 입술이 너무 잘 어울려요,💕,0.67676180115508
무대 위의 명의 왕자들,😍,0.48572219637683206
요 저건 배다스,🔥,-0.4564885994860799
당신을 따르는 모든 것을 따라 가십시오,🔥,-0.11589420017334764
디오가 너무 불쌍해 보여서 받을 자격이 있어요,💕,-1.1379876632369426
너무 아파 그리고 마쉬알라 우리가 도와준 시리아 꼬마들은 너무 착하고 귀여웠어,😭,-0.5465035542823646
내 엉덩짝 마누라,😍,0.17080400603622686
에구 웃는거 너무 귀여워 지금 스트리밍 바이오에서 내 링크를 확인하십시오,🔥,-0.8644392002728645
원제 도스트,💚,0.5083353390991866
군대 누가 리트윗하는지 따라와요,🔥,1.3624724858264998
그녀의 물건과 좋아하는 노래,💖,-1.4862607246416168
발표자가 그냥 닥치라고 해서요,😭,-0.5721496378806006
프롬은 식은 죽 먹기야,😁,-0.45814086130190745
아빠 앰프 그의 미니,💗,1.2156936163920464
이번에는요 마지막 한 팩을 하고 나서요,😂,0.977017801339012
솔로 주년    같지만 달라요,🔥,-0.7083698563610232
말도 안돼요  법학자 주드 바이가 호메이가드를 받았다 사랑하는 나낭에게 감사한다,😭,-0.7377799376219971
좋아 됐어 전화기를 북쪽으로 건네줘,😂,0.10390843222325856
젠장  우리 가족은 똥이 아니야,😂,-0.9597200449274758
가족과 함께하는 생각과 기도,🙏,0.893764568803751
더 많은 삶 더 많은 사랑 언니,💗,0.02278045755998784
정말 고마워요 데이비  저는 아니에요,😭,0.2368225193087624
못하니까 다시 뺏는거지,😂,-0.6851504306448619
이모티콘들이 못을 박았어,💖,0.45336172757266263
예쁘다고 생각되는 이 아름다운 털북숭이 똥꼬가 너무 좋아,❤,-1.2085908335651527
나는 예쁘다고 생각되는 이 아름다운 털북숭이 똥꼬가 너무 좋아,❤,-1.0613588257167794
음 황당해요  고마워요 대런,😊,-2.271322559023436
맹세코 이 거리에서 전쟁이 났을 거야,😂,-0.04275002817157666
중쿡은 정말 행복해 보인다 마침내 그는 술을 마실 수 있다,😂,0.5867232086590194
활동 오늘 오전 시에 처음으로 채팅하기,😁,-0.45782982971362035
노래 너무 좋다 우우,😍,1.140807221779039
적은 것에 만족하지 마세요,💖,-0.9714300899785814
가장 재미있는 반응은 손 아래로,😂,0.3926165444151235
벌써 화 기다리고 있어요,😆,-0.5670806871965955
좋아요 바닷가,👍,-0.46518176214745144
마침내 주를 만들고 버그 사이언스에 있을 때,😂,-0.5336983398314349
트래비스 스콧과 조니 댕과 탁구,😂,0.5076386581779052
나는 입니다 나는 당신에게 무료 또는 무언가를위한 몇 가지 교훈을 줄 수 있습니다,😂,-0.27519769627201524
예수님은 그냥 넘어갈 수 없어요,😂,0.4192623768948401
사랑해 수울 시스타,💕,-0.15239276676978028
지금 그를 구하기 위한,❤,-0.22546157244673204
이제 팀들이 모든 연극을 만들고 있는데 그렇지 않아  곧 시험이라 그런지 너무 편해,😂,0.356601890251084
얼마나 우상인가,✨,1.4667140504514056
다 왔다  난 평생 이 말을 해왔어 그 혼합물은,🤤,-0.1836235466714439
도나는 그렇거든,🙏,-0.38438124674827373
리얼토크 일어날거야 가족과 함께하는 생각과 기도,🙏,0.34297000286640866
그게 내가 모든 예술가들과 함께하는 방식이야,😎,0.12149516710368312
사람을 통제하는 게 너무 좋아요  리트윗,👉,-0.098999656518069
리트윗 또는 년 불운,😂,1.505732238744975
세상에 저도 합류해요,😍,1.3144315227000187
고등학교 동창회보다 중학교 동창회에 가곤 했어,😂,-0.2714220181811941
그래서  내가 방금 개를 위해 산 사자 복장을 제대로 입었다고 해두자,😂,1.245780995236295
자랑스러운 부모님,😊,0.8603988126549416
내 시체 위로 크리드는 너무 과소평가됐어요,😂,1.537514411901739
당신은 매일 당신의 영혼을 확인해야합니다 모든 것이 모든 것인지 확인하십시오,✨,-0.5540391840228134
엔딩이 나를 잡아줘,😂,0.25450539203888817
오늘도 좋은 하루 보내세요,😆,0.5661195280114967
이 사람이요,😂,-0.7793151131708215
내 이발사 미쳤나봐,🔥,-1.4078945820828794
자위하고 게임하기 지금 플레이,👉,0.10569448210773574
빨리 먹어보고 싶어,💗,-0.2229873821604968
하하 고마워요 토리,💗,0.1545762652787347
만약 당신이 이 되고 싶다면 안녕하세요,😊,-0.033245224037822235
약속해요 전 그냥 행복하고 싶어요,😭,-0.21805213179111493
깜둥아 음악 좀 틀어 리트윗 또는 년 불운,😂,-2.5231073857359263
그냥 사랑을 전파하는거야 월요일에 갔었어   페이스북에서 오래전에 본 사진이에요,😂,-2.486193219701639
사랑하는 사람에게 태그를 달아주세요  내가 어떻게 죽고 싶냐고 물으면 내 대답은 그 망할 허벅지 사이에 짓눌릴 거야,😭,-0.010366604067363734
당신이 사랑하는 사람과 바보가되는 것,😭,1.069782761433361
흔들어  이마 여친이랑 오빠가 다 한데,💯,0.18066950261089254
하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하하 하하하,💙,0.0582104809114853
완벽하게 실행된,💯,-0.7846630484667426
사랑해요  는 내가 체육관을 위해 일어 났을 때 에 자신을 싫어하지만 야간 자매는,😘,-0.9686251349770549
쿠키 드실래요  내 에 빌어 먹을 공간이있는 것처럼 미리 주문한 전쟁의 신,😂,1.3223647408429755
오늘 밤에는 전설들이 건물 안에 있을 거야,✨,0.15887268508399907
는 내가 체육관을 위해 일어 났을 때 에 자신을 싫어하지만 야간 자매는,😘,-0.08933495499544192
방탄소년단 일본 번째 머스터 팬미팅 포스터 포토카드  잭슨 왕,❤,-0.3637360352010893
세상에 이해해주시네요,❤,0.8145100962805913
라고 말했다 오메가아아앗,😭,0.35718126108257164
나는 누구 짓이야,😂,0.2839516183656736
아주 멋져요 고마워요 사랑스러운,😘,-0.06360604661256479
진짜 경찰이랑 싸웠나봐,😂,0.8881923420242663
느낌이 와  음 똥구멍이 너무 좋아요,🤤,0.6811714542017727
다들 결혼하는 수밖에 없어,😂,0.018767757359850243
개월하고 계산하고 있어요,💕,0.959973710607101
머리도 자르고 이름도 바꿨어,😂,-1.2325166427036955
너무 귀여워요 사랑해요,💗,-0.6380297621090545
그냥 별로 친하지 않은 알림이에요,✨,-0.8470697684509818
이건 제게 정말 큰 의미가 될 거예요 고마워요,💖,-0.4395661144374605
구독 및  월요일에 이런 일이 있었어요,😑,-2.147922972386866
이번 주말에 떨어뜨릴 것 같아,🔥,0.014119637262919937
한번 물어보면 눈물나게 하는 똥이야,😂,0.3216150618589106
크리드는 너무 과소평가됐어요,😂,0.6819258220321781
이 는 모든 걸 웃기게 만들어 이건 중요하지 않아 야 보이가 집에 와요,😭,-0.12825462121716638
이 사진들 지금 편집 중이에요,🔥,0.35456447798254803
네 맞아요  얼른 보고 싶다,💜,0.009885912771789395
무엇이든 춤출 수 있을 때,🔥,-0.27757222272654125
좋은 아침 남아프리카,😭,-0.5245347347290724
당신을 믿어요 이마오 온그랑 지훈이가 클라비스에서 이런 모습을 보니까 기분이 완전 바뀌어서 너무 좋아요,💜,-1.0084743838347954
무슨 수업이에요 가입하고 싶어요,💕,0.5751769811604212
인터뷰해야 해요,😂,-1.535876837788996
무대 위의 명의 왕자들,😍,-0.1428838390491269
제인들은 이미 철이 든 소년이다,😂,0.24185005106641783
오메갈룰 네르프 트리플 샷티,😂,-0.24373876626528676
내 동생에게 평화가 있기를 더 많은 삶과 성공 살아있음 배려의 마음,😊,0.5383193460099791
고마워요 여러분,💖,-0.4387013907786852
젠장  맷 코치님 수요일,✨,0.5391239756530342
이 취업난 때문에 미치겠어요  고등학교 동창회보다 중학교 동창회에 가곤 했어,😂,-1.1335412131737987
전반부  제리,💯,0.4961880052634108
나만 그런줄 알았는데,😂,-0.8174205896134226
리트윗 또는 년 불운,😂,-1.1901125687030139
그 깜둥이는 소름끼쳐요,😂,0.13022965785974872
패러디 계정은 어떻게 된거에요,😂,-0.9866671467170856
고등학교 동창회보다 중학교 동창회에 가곤 했어,😂,0.44858473690182377
군대는 리트윗에 신경쓰지 않아요,😂,-0.3737226066125067
아기를 너무 갖고 싶어해요,😂,0.17773774027894382
스트레이트 푸딩 팝스,😂,0.8780968120901518
첫 번째 사진에서 머리가 보라색인 줄 알았는데 너무 신났어요,😭,-0.7925833397369089
너무 웃겨서 힘들었어,😭,0.48708664452790756
사람들은 재미있는 왈라,😂,0.9811642447533167
라마오 끝 리트윗 또는 년 불운,😂,-1.051216598691163
여전히 가장 현실적인,💚,1.0792873044810056
놀라운 목표  이 언급되었을 때 그의 미소는 말 그대로 큰 소리로,😭,-1.3416427722411475
아내 생일 축하해요,💗,1.5908686022874303
프루토  진짜 잘한다,😊,1.5833329326255496
작년에 찍은 스크린샷인데 이걸 기억하는지 모르겠네요,💚,0.009202966665303595
내 아기가 다음에 너희들과 함께 사진을 찍기를 기다릴 수 없어,💗,-2.2482624916942013
세훈이 촬영 때문에 바빠요 비비랑 아직도 같이 있으면 좋겠어요,😘,-0.9124108340283543
가 다시 한번 그것을한다면,💯,-2.556073689627503
파산도 드래곤볼츠,😍,-0.7420299399897232
진짜 역대급 귀여워요 옴,😍,-2.0765124849276946
내 이마에 대고 말할 수 있는 여자는 한 명뿐이고 우리 엄마도 아니에요,😂,0.3766855234065185
진짜 역대급 귀여워요 옴,😍,-0.2968897405056657
우정을 고치고 신뢰를 회복하는 것이 서로에게 노래를 부르는 것만 큼 쉬웠다면,😍,-0.046635827349876216
